symbol,symbol_1,symbol_2,adf_stat,adf_p,industry_1,industry_2,sector_1,sector_2
CNX-QEP,CNX,QEP,-4.692373370274472,8.697312716107378e-05,Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,Energy,Energy
QEP-RF,QEP,RF,-4.692260133868455,8.701567604604569e-05,Oil & Gas Exploration & Production,Diversified Financial Services,Energy,Financials
MJN-SPG,MJN,SPG,-4.690641745420678,8.762597063822625e-05,Packaged Foods & Meats,REITs,Consumer Staples,Financials
MON-R,MON,R,-4.6873098357740295,8.889535465725663e-05,Fertilizers & Agricultural Chemicals,Industrial Conglomerates,Materials,Industrials
PWR-TMK,PWR,TMK,-4.685936542941374,8.94236524464892e-05,Industrial Conglomerates,Life & Health Insurance,Industrials,Financials
RTN-TIF,RTN,TIF,-4.685009682031252,8.978190671034022e-05,Aerospace & Defense,"Apparel, Accessories & Luxury Goods",Industrials,Consumer Discretionary
ADP-SYY,ADP,SYY,-4.6831273957878485,9.051368613669209e-05,Internet Software & Services,Food Distributors,Information Technology,Consumer Staples
CVC-IFF,CVC,IFF,-4.677371880355139,9.278682953308017e-05,Broadcasting & Cable TV,Specialty Chemicals,Consumer Discretionary,Materials
MWV-OI,MWV,OI,-4.676084394866883,9.33027438937008e-05,Paper Packaging,Metal & Glass Containers,Materials,Materials
CINF-MTB,CINF,MTB,-4.675041310806283,9.37227336247858e-05,Property & Casualty Insurance,Banks,Financials,Financials
MMM-PBI,MMM,PBI,-4.674147788694408,9.408394058578316e-05,Industrial Conglomerates,Data Processing Services,Industrials,Industrials
APD-QEP,APD,QEP,-4.669717138128356,9.589478969511601e-05,Industrial Gases,Oil & Gas Exploration & Production,Materials,Energy
LSI-MAC,LSI,MAC,-4.668562741668928,9.637204760343833e-05,Semiconductors,Retail REITs,Information Technology,Financials
PNC-USB,PNC,USB,-4.663483096358242,9.849922363421779e-05,Banks,Banks,Financials,Financials
LSI-MTB,LSI,MTB,-4.663418151364989,9.852670875969662e-05,Semiconductors,Banks,Information Technology,Financials
GD-THC,GD,THC,-4.6619097217570475,9.916715228695507e-05,Aerospace & Defense,Health Care Facilities,Industrials,Health Care
CLF-FMC,CLF,FMC,-4.660245265812473,9.987845913716894e-05,Diversified Metals & Mining,Diversified Chemicals,Materials,Materials
ADS-MON,ADS,MON,-4.659131271892843,0.00010035724724794132,Data Processing & Outsourced Services,Fertilizers & Agricultural Chemicals,Information Technology,Materials
EOG-QEP,EOG,QEP,-4.658569670517817,0.00010059945132134228,Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,Energy,Energy
AMZN-BF.B,AMZN,BF.B,-4.6554137094369485,0.00010197096199609462,Internet Retail,Distillers & Vintners,Consumer Discretionary,Consumer Staples
CTSH-IFF,CTSH,IFF,-4.6521215771582085,0.00010342068708393513,IT Consulting & Services,Specialty Chemicals,Information Technology,Materials
GPS-LO,GPS,LO,-4.652077433808279,0.00010344025926203385,Apparel Retail,Tobacco,Consumer Discretionary,Consumer Staples
PPG-TWC,PPG,TWC,-4.651579086289666,0.00010366146115900624,Diversified Chemicals,Broadcasting & Cable TV,Materials,Consumer Discretionary
LO-SPLS,LO,SPLS,-4.648865613919029,0.0001048738464790223,Tobacco,Specialty Stores,Consumer Staples,Consumer Discretionary
LSI-PKI,LSI,PKI,-4.644205215735248,0.00010698780811554449,Semiconductors,Health Care Equipment & Services,Information Technology,Health Care
MNST-MWV,MNST,MWV,-4.642200348565407,0.0001079096890811677,Soft Drinks,Paper Packaging,Consumer Staples,Materials
FLIR-IFF,FLIR,IFF,-4.6406583886130175,0.00010862387366402632,Aerospace & Defense,Specialty Chemicals,Industrials,Materials
LSI-PPG,LSI,PPG,-4.640302794503549,0.0001087892126574627,Semiconductors,Diversified Chemicals,Information Technology,Materials
HCBK-NTRS,HCBK,NTRS,-4.639642124680035,0.00010909703988911195,Banks,Diversified Financial Services,Financials,Financials
PHM-THC,PHM,THC,-4.6361557646607805,0.00011073527721897576,Homebuilding,Health Care Facilities,Consumer Discretionary,Health Care
KMX-MO,KMX,MO,-4.634913787067637,0.00011132453807216813,Specialty Stores,Tobacco,Consumer Discretionary,Consumer Staples
BXP-LSI,BXP,LSI,-4.631936215182343,0.00011274948106410468,REITs,Semiconductors,Financials,Information Technology
LSI-MKC,LSI,MKC,-4.630581963602774,0.00011340331819533132,Semiconductors,Packaged Foods & Meats,Information Technology,Consumer Staples
BLK-LSI,BLK,LSI,-4.629677420621784,0.00011384205007254047,Diversified Financial Services,Semiconductors,Financials,Information Technology
EMN-PCP,EMN,PCP,-4.6273223264326395,0.00011499196300660645,Diversified Chemicals,Industrial Conglomerates,Materials,Industrials
MAR-PWR,MAR,PWR,-4.627288989318562,0.00011500831974178607,"Hotels, Resorts & Cruise Lines",Industrial Conglomerates,Consumer Discretionary,Industrials
QEP-TSS,QEP,TSS,-4.6254123763096375,0.00011593266464779953,Oil & Gas Exploration & Production,Internet Software & Services,Energy,Information Technology
PNC-SLM,PNC,SLM,-4.624364924331452,0.00011645167850277069,Banks,Diversified Financial Services,Financials,Financials
FDX-LYB,FDX,LYB,-4.624282953731562,0.00011649238852381832,Air Freight & Logistics,Diversified Chemicals,Industrials,Materials
AVP-MU,AVP,MU,-4.6241321912465425,0.00011656729895281146,Personal Products,Semiconductors,Consumer Staples,Information Technology
CHK-CVC,CHK,CVC,-4.619220533107081,0.00011903310406222349,Integrated Oil & Gas,Broadcasting & Cable TV,Energy,Consumer Discretionary
MWV-NLSN,MWV,NLSN,-4.619152302624187,0.00011906770609471701,Paper Packaging,Research & Consulting Services,Materials,Industrials
LSI-ROK,LSI,ROK,-4.619110849702529,0.00011908873299134024,Semiconductors,Industrial Conglomerates,Information Technology,Industrials
CBS-FOXA,CBS,FOXA,-4.618370442592337,0.00011946490047960762,Broadcasting & Cable TV,Publishing,Consumer Discretionary,Consumer Discretionary
BLL-PPG,BLL,PPG,-4.6169303273408415,0.00012019980976669473,Metal & Glass Containers,Diversified Chemicals,Materials,Materials
AFL-TIF,AFL,TIF,-4.612623593271853,0.00012242343377686285,Life & Health Insurance,"Apparel, Accessories & Luxury Goods",Financials,Consumer Discretionary
AVP-DHR,AVP,DHR,-4.606339300129431,0.00012573867182570075,Personal Products,Industrial Machinery,Consumer Staples,Industrials
LM-SCHW,LM,SCHW,-4.605095978434801,0.00012640465334879723,Diversified Financial Services,Diversified Financial Services,Financials,Financials
FDO-LO,FDO,LO,-4.603849584918695,0.0001270756584295721,General Merchandise Stores,Tobacco,Consumer Discretionary,Consumer Staples
ACN-CBS,ACN,CBS,-4.603086466088665,0.00012748816537187387,IT Consulting & Services,Broadcasting & Cable TV,Information Technology,Consumer Discretionary
NWSA-SEE,NWSA,SEE,-4.6025484115362065,0.00012777978071944313,Publishing,Paper Packaging,Consumer Discretionary,Materials
FDO-PHM,FDO,PHM,-4.6002920007309624,0.0001290096591927548,General Merchandise Stores,Homebuilding,Consumer Discretionary,Consumer Discretionary
AME-LSI,AME,LSI,-4.600181162804089,0.0001290703626097519,Electrical Components and Equipment,Semiconductors,Industrials,Information Technology
LSI-ORLY,LSI,ORLY,-4.6001704389731115,0.00012907623725447192,Semiconductors,Specialty Stores,Information Technology,Consumer Discretionary
IFF-WHR,IFF,WHR,-4.599950288636569,0.00012919689467857787,Specialty Chemicals,Household Appliances,Materials,Consumer Discretionary
ADSK-TIF,ADSK,TIF,-4.597606797793463,0.00013048797613970638,Application Software,"Apparel, Accessories & Luxury Goods",Information Technology,Consumer Discretionary
LO-NTAP,LO,NTAP,-4.594133847225937,0.00013242396431680507,Tobacco,Internet Software & Services,Consumer Staples,Information Technology
AIZ-LSI,AIZ,LSI,-4.593534169606475,0.00013276101558916482,Multi-line Insurance,Semiconductors,Financials,Information Technology
FOXA-MOS,FOXA,MOS,-4.592140900881213,0.00013354727058903138,Publishing,Fertilizers & Agricultural Chemicals,Consumer Discretionary,Materials
FLIR-XL,FLIR,XL,-4.588601603060108,0.0001355646058082099,Aerospace & Defense,Property & Casualty Insurance,Industrials,Financials
ACE-CMG,ACE,CMG,-4.5880526238034465,0.00013588010632418346,Property & Casualty Insurance,Restaurants,Financials,Consumer Discretionary
RTN-TMK,RTN,TMK,-4.5855297832745885,0.00013733901933958166,Aerospace & Defense,Life & Health Insurance,Industrials,Financials
LSI-PCLN,LSI,PCLN,-4.582789154964934,0.00013894080194282025,Semiconductors,"Hotels, Resorts & Cruise Lines",Information Technology,Consumer Discretionary
DFS-DISCA,DFS,DISCA,-4.58224587128825,0.00013926043750396884,Consumer Finance,Broadcasting & Cable TV,Financials,Consumer Discretionary
HBAN-NTRS,HBAN,NTRS,-4.580355839524343,0.00014037789126915536,Banks,Diversified Financial Services,Financials,Financials
BCR-LSI,BCR,LSI,-4.580038013532508,0.00014056663913764123,Health Care Equipment & Services,Semiconductors,Health Care,Information Technology
ACE-KRFT,ACE,KRFT,-4.578467849019909,0.0001415026721247558,Property & Casualty Insurance,Packaged Foods & Meats,Financials,Consumer Staples
IFF-PNR,IFF,PNR,-4.5766275942502155,0.00014260728141791837,Specialty Chemicals,Industrial Conglomerates,Materials,Industrials
BCR-LUV,BCR,LUV,-4.575926704563403,0.00014303014728744558,Health Care Equipment & Services,Airlines,Health Care,Industrials
FDX-KRFT,FDX,KRFT,-4.575120684079927,0.00014351791949045642,Air Freight & Logistics,Packaged Foods & Meats,Industrials,Consumer Staples
BA-SE,BA,SE,-4.57454046608709,0.0001438700261947184,Aerospace & Defense,Oil & Gas Refining & Marketing & Transportation,Industrials,Energy
CTSH-MRK,CTSH,MRK,-4.573263759057942,0.0001446477013583066,IT Consulting & Services,Pharmaceuticals,Information Technology,Health Care
CBG-MMM,CBG,MMM,-4.573156526199003,0.00014471320179263266,Real Estate Management & Development,Industrial Conglomerates,Financials,Industrials
ACN-QEP,ACN,QEP,-4.569684254923063,0.00014684949759892339,IT Consulting & Services,Oil & Gas Exploration & Production,Information Technology,Energy
FDO-PXD,FDO,PXD,-4.569407506756923,0.0001470210528702572,General Merchandise Stores,Oil & Gas Exploration & Production,Consumer Discretionary,Energy
GD-JBL,GD,JBL,-4.567916885388437,0.00014794837498324393,Aerospace & Defense,IT Consulting & Services,Industrials,Information Technology
ARG-RTN,ARG,RTN,-4.567383338710103,0.000148281649719372,Industrial Gases,Aerospace & Defense,Materials,Industrials
CTAS-HRS,CTAS,HRS,-4.567244991676845,0.00014836818361743342,Diversified Commercial Services,Telecommunications Equipment,Industrials,Information Technology
AMAT-QEP,AMAT,QEP,-4.560836848410552,0.00015242955040286533,Semiconductor Equipment,Oil & Gas Exploration & Production,Information Technology,Energy
PBI-TXT,PBI,TXT,-4.560619755886237,0.0001525689784707488,Data Processing Services,Industrial Conglomerates,Industrials,Industrials
EMR-QEP,EMR,QEP,-4.559603430788094,0.00015322333314797684,Industrial Conglomerates,Oil & Gas Exploration & Production,Industrials,Energy
MON-PKI,MON,PKI,-4.556501788653559,0.00015523688304418357,Fertilizers & Agricultural Chemicals,Health Care Equipment & Services,Materials,Health Care
LO-MYL,LO,MYL,-4.554517510624898,0.00015653825202418704,Tobacco,Pharmaceuticals,Consumer Staples,Health Care
PGR-PPG,PGR,PPG,-4.5521574648324385,0.00015809960017868939,Property & Casualty Insurance,Diversified Chemicals,Financials,Materials
KMI-SE,KMI,SE,-4.551123689161884,0.0001587881839663763,Oil & Gas Refining & Marketing & Transportation,Oil & Gas Refining & Marketing & Transportation,Energy,Energy
CBS-CF,CBS,CF,-4.550014022727339,0.00015953049691182285,Broadcasting & Cable TV,Fertilizers & Agricultural Chemicals,Consumer Discretionary,Materials
FLS-OI,FLS,OI,-4.5480035277320665,0.00016088384959380824,Industrial Machinery,Metal & Glass Containers,Industrials,Materials
ECL-JWN,ECL,JWN,-4.547565608361352,0.00016118007959471382,Specialty Chemicals,Department Stores,Materials,Consumer Discretionary
IFF-PCP,IFF,PCP,-4.54450008618762,0.00016326834498590724,Specialty Chemicals,Industrial Conglomerates,Materials,Industrials
AVP-CTSH,AVP,CTSH,-4.543548483769023,0.000163921811082519,Personal Products,IT Consulting & Services,Consumer Staples,Information Technology
EFX-LSI,EFX,LSI,-4.542328655102257,0.00016476311243734362,Diversified Financial Services,Semiconductors,Financials,Information Technology
FLR-QEP,FLR,QEP,-4.541489728370308,0.00016534409539032695,Diversified Commercial Services,Oil & Gas Exploration & Production,Industrials,Energy
AVP-FE,AVP,FE,-4.539599285145297,0.00016666044718627795,Personal Products,Multi-Utilities & Unregulated Power,Consumer Staples,Utilities
ADT-JCI,ADT,JCI,-4.5391019296074,0.00016700842022276485,Diversified Commercial Services,Auto Parts & Equipment,Industrials,Consumer Discretionary
MON-PWR,MON,PWR,-4.53849354353311,0.0001674350163157619,Fertilizers & Agricultural Chemicals,Industrial Conglomerates,Materials,Industrials
FDO-NWSA,FDO,NWSA,-4.538432650396866,0.0001674777712473888,General Merchandise Stores,Publishing,Consumer Discretionary,Consumer Discretionary
MO-SE,MO,SE,-4.535233092979505,0.0001697389620493762,Tobacco,Oil & Gas Refining & Marketing & Transportation,Consumer Staples,Energy
LSI-ROP,LSI,ROP,-4.532984789447762,0.00017134524286809848,Semiconductors,Industrial Conglomerates,Information Technology,Industrials
SLM-STI,SLM,STI,-4.532405403704791,0.00017176151956855277,Diversified Financial Services,Banks,Financials,Financials
ISRG-PEP,ISRG,PEP,-4.529408130377026,0.00017393041973843955,Health Care Equipment & Services,Soft Drinks,Health Care,Consumer Staples
CPB-JNJ,CPB,JNJ,-4.527758285771125,0.00017513538903017454,Packaged Foods & Meats,Health Care Equipment & Services,Consumer Staples,Health Care
FB-SWY,FB,SWY,-4.527077460539859,0.00017563494483828832,Internet Software & Services,Food Retail,Information Technology,Consumer Staples
SE-TXT,SE,TXT,-4.525187234100885,0.00017702902061962107,Oil & Gas Refining & Marketing & Transportation,Industrial Conglomerates,Energy,Industrials
ADI-SCHW,ADI,SCHW,-4.524158625796357,0.00017779205687580777,Semiconductors,Diversified Financial Services,Information Technology,Financials
BLL-HOT,BLL,HOT,-4.5239005704911985,0.00017798397663750025,Metal & Glass Containers,"Hotels, Resorts & Cruise Lines",Materials,Consumer Discretionary
A-QEP,A,QEP,-4.521723209789523,0.00017961118415148335,Health Care Equipment & Services,Oil & Gas Exploration & Production,Health Care,Energy
CMI-PPG,CMI,PPG,-4.5211746026343,0.00018002340274521591,Industrial Machinery,Diversified Chemicals,Industrials,Materials
INTU-TRIP,INTU,TRIP,-4.518167090076307,0.00018229926845068697,Internet Software & Services,Internet Retail,Information Technology,Consumer Discretionary
EMN-ESV,EMN,ESV,-4.5177367671335515,0.00018262713617216042,Diversified Chemicals,Oil & Gas Drilling,Materials,Energy
QEP-SCHW,QEP,SCHW,-4.515424714160442,0.0001843983441098816,Oil & Gas Exploration & Production,Diversified Financial Services,Energy,Financials
ACE-CVS,ACE,CVS,-4.514180781695076,0.00018535804224437596,Property & Casualty Insurance,Drug Retail,Financials,Consumer Staples
EBAY-TIF,EBAY,TIF,-4.513653128152395,0.0001857665627978166,Internet Software & Services,"Apparel, Accessories & Luxury Goods",Information Technology,Consumer Discretionary
CB-TYC,CB,TYC,-4.513553331240329,0.00018584392396725014,Property & Casualty Insurance,Industrial Conglomerates,Financials,Industrials
LM-QEP,LM,QEP,-4.513031290536078,0.00018624910249602175,Diversified Financial Services,Oil & Gas Exploration & Production,Financials,Energy
EMN-LUK,EMN,LUK,-4.5129379368961215,0.0001863216468657372,Diversified Chemicals,Multi-Sector Holdings,Materials,Financials
FOXA-QEP,FOXA,QEP,-4.510953514321667,0.00018787010129250891,Publishing,Oil & Gas Exploration & Production,Consumer Discretionary,Energy
BSX-QEP,BSX,QEP,-4.51073256318089,0.0001880432661371932,Health Care Equipment & Services,Oil & Gas Exploration & Production,Health Care,Energy
ABC-RTN,ABC,RTN,-4.509994437263056,0.0001886228553570565,Health Care Distribution & Services,Aerospace & Defense,Health Care,Industrials
DVN-PBI,DVN,PBI,-4.507405036676918,0.00019066956685910488,Oil & Gas Exploration & Production,Data Processing Services,Energy,Industrials
GOOG-SWY,GOOG,SWY,-4.5073572543158225,0.00019070753276144767,Internet Software & Services,Food Retail,Information Technology,Consumer Staples
ECL-PEP,ECL,PEP,-4.507292573857873,0.00019075893665528653,Specialty Chemicals,Soft Drinks,Materials,Consumer Staples
AVY-SYY,AVY,SYY,-4.5063704756005585,0.00019149319645253465,Paper Packaging,Food Distributors,Materials,Consumer Staples
EBAY-SE,EBAY,SE,-4.5047922037890435,0.00019275620587639399,Internet Software & Services,Oil & Gas Refining & Marketing & Transportation,Information Technology,Energy
EOG-MSI,EOG,MSI,-4.503679328064269,0.0001936515426084018,Oil & Gas Exploration & Production,Telecommunications Equipment,Energy,Information Technology
BEN-QEP,BEN,QEP,-4.5034735309143334,0.00019381754448428014,Diversified Financial Services,Oil & Gas Exploration & Production,Financials,Energy
ADS-KRFT,ADS,KRFT,-4.502989472936876,0.00019420853332793075,Data Processing & Outsourced Services,Packaged Foods & Meats,Information Technology,Consumer Staples
CAM-UNM,CAM,UNM,-4.500061264041107,0.00019658978439230702,Oil & Gas Equipment & Services,Diversified Financial Services,Energy,Financials
ABT-COV,ABT,COV,-4.498565501770978,0.00019781684512205067,Health Care Equipment & Services,Health Care Equipment & Services,Health Care,Health Care
LSI-XRAY,LSI,XRAY,-4.497449081726152,0.00019873745338281994,Semiconductors,Health Care Supplies,Information Technology,Health Care
CA-NWSA,CA,NWSA,-4.497027629645725,0.00019908604421444296,Systems Software,Publishing,Information Technology,Consumer Discretionary
DG-MWV,DG,MWV,-4.496036272452731,0.0001999083082836743,General Merchandise Stores,Paper Packaging,Consumer Discretionary,Materials
ADS-LSI,ADS,LSI,-4.4954879544375475,0.0002003644873705815,Data Processing & Outsourced Services,Semiconductors,Information Technology,Information Technology
KMX-SE,KMX,SE,-4.495195854102406,0.00020060790739030149,Specialty Stores,Oil & Gas Refining & Marketing & Transportation,Consumer Discretionary,Energy
A-MOS,A,MOS,-4.494223759964236,0.00020142002303204484,Health Care Equipment & Services,Fertilizers & Agricultural Chemicals,Health Care,Materials
CVS-TSCO,CVS,TSCO,-4.49406195573208,0.0002015555021292534,Drug Retail,Specialty Retail,Consumer Staples,Consumer Discretionary
DISCA-QEP,DISCA,QEP,-4.491409291538403,0.00020378897849303372,Broadcasting & Cable TV,Oil & Gas Exploration & Production,Consumer Discretionary,Energy
CCI-LM,CCI,LM,-4.491023423458992,0.00020411582380395782,Wireless Telecommunications Services,Diversified Financial Services,Telecommunications Services,Financials
ADBE-AKAM,ADBE,AKAM,-4.490888445718663,0.000204230272845175,Application Software,Internet Software & Services,Information Technology,Information Technology
COV-MU,COV,MU,-4.490281945683163,0.000204745284090269,Health Care Equipment & Services,Semiconductors,Health Care,Information Technology
AXP-DFS,AXP,DFS,-4.489954405382545,0.00020502392916578097,Consumer Finance,Consumer Finance,Financials,Financials
PCL-WYN,PCL,WYN,-4.489257788186607,0.00020561775474087847,REITs,"Hotels, Resorts & Cruise Lines",Financials,Consumer Discretionary
PBI-RDC,PBI,RDC,-4.488151737140481,0.00020656395962360602,Data Processing Services,Oil & Gas Drilling,Industrials,Energy
FTI-QEP,FTI,QEP,-4.486405438284729,0.00020806631684433123,Oil & Gas Equipment & Services,Oil & Gas Exploration & Production,Energy,Energy
LSI-SNA,LSI,SNA,-4.485882390030262,0.00020851831810191128,Semiconductors,Household Appliances,Information Technology,Consumer Discretionary
ADP-TSS,ADP,TSS,-4.483114705741563,0.0002109256411825808,Internet Software & Services,Internet Software & Services,Information Technology,Information Technology
CERN-TIF,CERN,TIF,-4.481582820646923,0.00021226940472284664,Health Care Distributors & Services,"Apparel, Accessories & Luxury Goods",Health Care,Consumer Discretionary
FFIV-MSI,FFIV,MSI,-4.481503674093298,0.00021233905238408196,Networking Equipment,Telecommunications Equipment,Information Technology,Information Technology
GD-NLSN,GD,NLSN,-4.480492208110476,0.00021323104059308028,Aerospace & Defense,Research & Consulting Services,Industrials,Industrials
CNX-NBR,CNX,NBR,-4.479851800773533,0.00021379764107538982,Oil & Gas Exploration & Production,Oil & Gas Drilling,Energy,Energy
BLK-QEP,BLK,QEP,-4.479727214987639,0.00021390803452239624,Diversified Financial Services,Oil & Gas Exploration & Production,Financials,Energy
ETFC-MCHP,ETFC,MCHP,-4.478246159181475,0.00021522453138179165,Diversified Financial Services,Semiconductors,Financials,Information Technology
LOW-PHM,LOW,PHM,-4.477679571093899,0.0002157301999617426,Home Improvement Retail,Homebuilding,Consumer Discretionary,Consumer Discretionary
FAST-MON,FAST,MON,-4.476514690191204,0.00021677338248124814,Building Products,Fertilizers & Agricultural Chemicals,Industrials,Materials
BMY-SWY,BMY,SWY,-4.474544703713354,0.0002185484767898724,Health Care Distributors & Services,Food Retail,Health Care,Consumer Staples
CAM-MSI,CAM,MSI,-4.474487929283788,0.000218599838713366,Oil & Gas Equipment & Services,Telecommunications Equipment,Energy,Information Technology
AET-QEP,AET,QEP,-4.473931756293415,0.00021910359675777357,Managed Health Care,Oil & Gas Exploration & Production,Health Care,Energy
CNX-GRMN,CNX,GRMN,-4.473719294746438,0.00021929632652981773,Oil & Gas Exploration & Production,Consumer Electronics,Energy,Consumer Discretionary
BLL-IFF,BLL,IFF,-4.473537986245537,0.00021946092390323686,Metal & Glass Containers,Specialty Chemicals,Materials,Materials
CAM-HRS,CAM,HRS,-4.472895703735394,0.0002200449526189883,Oil & Gas Equipment & Services,Telecommunications Equipment,Energy,Information Technology
CNX-RSG,CNX,RSG,-4.46943141265187,0.00022322059161588263,Oil & Gas Exploration & Production,Industrial Conglomerates,Energy,Industrials
EQT-ROST,EQT,ROST,-4.46377900603816,0.00022849570396292436,Oil & Gas Exploration & Production,Apparel Retail,Energy,Consumer Discretionary
NWSA-PHM,NWSA,PHM,-4.463668664622504,0.00022859984924800591,Publishing,Homebuilding,Consumer Discretionary,Consumer Discretionary
COH-JWN,COH,JWN,-4.462896624393601,0.00022932979876195866,"Apparel, Accessories & Luxury Goods",Department Stores,Consumer Discretionary,Consumer Discretionary
MON-UNP,MON,UNP,-4.458797611482712,0.0002332425703607407,Fertilizers & Agricultural Chemicals,Railroads,Materials,Industrials
AVP-DG,AVP,DG,-4.45860498760683,0.00023342799336020182,Personal Products,General Merchandise Stores,Consumer Staples,Consumer Discretionary
ACN-SYY,ACN,SYY,-4.457461084440476,0.0002345320216996087,IT Consulting & Services,Food Distributors,Information Technology,Consumer Staples
DFS-QEP,DFS,QEP,-4.456822812265308,0.00023515019844014807,Consumer Finance,Oil & Gas Exploration & Production,Financials,Energy
CCI-RSG,CCI,RSG,-4.455899786233706,0.00023604690155272924,Wireless Telecommunications Services,Industrial Conglomerates,Telecommunications Services,Industrials
CFN-TRIP,CFN,TRIP,-4.455459544500921,0.0002364757313970062,Health Care Equipment & Services,Internet Retail,Health Care,Consumer Discretionary
BLK-SLB,BLK,SLB,-4.454538050202626,0.00023737573523051006,Diversified Financial Services,Oil & Gas Equipment & Services,Financials,Energy
PNC-T,PNC,T,-4.454419889544015,0.0002374913752550564,Banks,Integrated Telecommunications Services,Financials,Telecommunications Services
ADI-RF,ADI,RF,-4.454327634589444,0.00023758169939296623,Semiconductors,Diversified Financial Services,Information Technology,Financials
FLS-PPG,FLS,PPG,-4.4538335593232725,0.00023806598957209604,Industrial Machinery,Diversified Chemicals,Industrials,Materials
CTL-QEP,CTL,QEP,-4.451469846992494,0.00024039588848363892,Integrated Telecommunications Services,Oil & Gas Exploration & Production,Telecommunications Services,Energy
CMI-PBI,CMI,PBI,-4.450540623427728,0.0002413177351874819,Industrial Machinery,Data Processing Services,Industrials,Industrials
AMP-TROW,AMP,TROW,-4.450217886832232,0.00024163869430904856,Diversified Financial Services,Diversified Financial Services,Financials,Financials
AIG-MMM,AIG,MMM,-4.449969928370548,0.00024188556244334643,Property & Casualty Insurance,Industrial Conglomerates,Financials,Industrials
JWN-USB,JWN,USB,-4.4497977566517575,0.00024205711794045696,Department Stores,Banks,Consumer Discretionary,Financials
JBL-ORCL,JBL,ORCL,-4.448386097268381,0.00024346808836643022,IT Consulting & Services,Application Software,Information Technology,Information Technology
CERN-GD,CERN,GD,-4.448269592313846,0.0002435848846506924,Health Care Distributors & Services,Aerospace & Defense,Health Care,Industrials
COP-TSCO,COP,TSCO,-4.446167585826038,0.000245701307970236,Integrated Oil & Gas,Specialty Retail,Energy,Consumer Discretionary
AVY-QEP,AVY,QEP,-4.445068143193783,0.000246815233618227,Paper Packaging,Oil & Gas Exploration & Production,Materials,Energy
AVB-QEP,AVB,QEP,-4.442367823148659,0.0002495715091644282,REITs,Oil & Gas Exploration & Production,Financials,Energy
F-SYY,F,SYY,-4.440776893349952,0.00025120905834637587,Automobile Manufacturers,Food Distributors,Consumer Discretionary,Consumer Staples
IRM-KRFT,IRM,KRFT,-4.43938424610678,0.0002526508815324539,Data Processing Services,Packaged Foods & Meats,Industrials,Consumer Staples
COV-JBL,COV,JBL,-4.439132532957316,0.000252912319715421,Health Care Equipment & Services,IT Consulting & Services,Health Care,Information Technology
LSI-R,LSI,R,-4.438156329043358,0.0002539286706887327,Semiconductors,Industrial Conglomerates,Information Technology,Industrials
ADS-CMG,ADS,CMG,-4.437884741471746,0.00025421211602710754,Data Processing & Outsourced Services,Restaurants,Information Technology,Consumer Discretionary
ADT-PBI,ADT,PBI,-4.437055753060292,0.00025507915727004856,Diversified Commercial Services,Data Processing Services,Industrials,Industrials
EBAY-PBI,EBAY,PBI,-4.436167687280861,0.00025601110125570895,Internet Software & Services,Data Processing Services,Information Technology,Industrials
GCI-QEP,GCI,QEP,-4.435405839213048,0.0002568131656306376,Publishing,Oil & Gas Exploration & Production,Consumer Discretionary,Energy
PBCT-PNC,PBCT,PNC,-4.4345283443451144,0.0002577399367708689,Banks,Banks,Financials,Financials
BEN-NBL,BEN,NBL,-4.432286481197137,0.000260122127659387,Diversified Financial Services,Oil & Gas Exploration & Production,Financials,Energy
BF.B-LSI,BF.B,LSI,-4.430912431791764,0.0002615924961710635,Distillers & Vintners,Semiconductors,Consumer Staples,Information Technology
FDX-V,FDX,V,-4.430238735875905,0.0002623162954129397,Air Freight & Logistics,Internet Software & Services,Industrials,Information Technology
EMN-IFF,EMN,IFF,-4.429871122648734,0.00026271204930429986,Diversified Chemicals,Specialty Chemicals,Materials,Materials
PRU-TROW,PRU,TROW,-4.429330305348341,0.00026329529593633775,Diversified Financial Services,Diversified Financial Services,Financials,Financials
CAM-CNX,CAM,CNX,-4.429329226275441,0.0002632964608941472,Oil & Gas Equipment & Services,Oil & Gas Exploration & Production,Energy,Energy
FRX-LLY,FRX,LLY,-4.428785699113428,0.0002638838701986322,Pharmaceuticals,Pharmaceuticals,Health Care,Health Care
AN-LSI,AN,LSI,-4.428681285779212,0.00026399685572121124,Specialty Stores,Semiconductors,Consumer Discretionary,Information Technology
MWV-NRG,MWV,NRG,-4.428474826168663,0.0002642204005028232,Paper Packaging,Multi-Utilities & Unregulated Power,Materials,Utilities
MON-RHI,MON,RHI,-4.427988573718672,0.00026474760168157334,Fertilizers & Agricultural Chemicals,Industrial Conglomerates,Materials,Industrials
BF.B-LB,BF.B,LB,-4.427334564062628,0.0002654582615235422,Distillers & Vintners,Apparel Retail,Consumer Staples,Consumer Discretionary
APC-FLS,APC,FLS,-4.425084507218102,0.0002679170676110582,Oil & Gas Exploration & Production,Industrial Machinery,Energy,Industrials
DNR-LO,DNR,LO,-4.424205956763357,0.00026888297834727853,Oil & Gas Exploration & Production,Tobacco,Energy,Consumer Staples
FITB-USB,FITB,USB,-4.422947372748089,0.0002702724698565523,Banks,Banks,Financials,Financials
